gnd,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
127161120,Lechler,Frl. Cornelie,Lechler Cornelie,Winnenden,Winnenden,1857-04-20,1939-11,Lechler Cornelie,Ein lieblich Los. Bibeltexte u. Poesieen. 12. (8 m. 2 farb. Bildern) Ebda. 1896. –.50 Auch mit Konfirmationswidmung zu gleichem Preise. 1. An sicherer Hand. 2. Worte des Friedens. 3. Licht im Dunkeln. 4. Seid fröhlich in Hoffnung. 1. Bei Ihm ist Ruh. 2. Der Herr kennt die Seinen. 3. Sein Weg ist Licht. 4. Gott ist mein Hort.,"‒ Ein treuer Hausfreund. Ausgestanzt. 4. (15 m. z. Tl. farb. Bildern) Ebda. 1895. –.40 ‒ Er ist Dein Licht. Schriftworte u. Poesieen. 4. (8 m. 2 farb. Bildern) München, Nürnberg 1895, Th. Stroefer. Mit Goldschn. –.75; m. Dedikation f. Konfirmanden –.75 ‒ Ewige Blumen. Bibeltexte. 32. (32 m. farb. Bildern) Nürnberg 1894, Th. Stroefer. kart. n –.75 ‒ Feierstündchen. Erzählgn. u. Reime. 4. (32 m. Illustr.) München 1889, Stroefer. geb. n 1.– ‒ Freudensterne. Nürnberg, Th. Stroefer. –.75 ‒ Fröhliche Kinderwelt. 12. (12 m. Illustr.) Stuttgart 1894, F. Loewe. Auf Pappe, kart. n 2.– ‒ Für kleines Volk. Leporello-Album. 12. (10 m. 12 Buntbildern) Ebda. 1894. Auf Pappe n 2.– ‒ Gedenke mein, je länger je lieber! Reime. (6 Bl. m. Illustr. in Form e. Stiefmütterchen-Blüte) München 1889, Stroefer. n –.40 ‒ Glaube, Liebe, Hoffnung, in Spruch u. Lied. Ausgew. Texte. 3 Tle. 16. (à 120 m. Farbu. Tondr.-Bildern) München, Nürnberg 1892, Th. Stroefer. geb. m. Goldschn. n 2.50; in Etuis n 2.80; jeder Teil einzeln n –.85 ‒ Glückliche Leute. Reime. 12. (20 m. Illustr.) München 1889, Stroefer. geb. in Kästchen n –.85 ‒ Glückliche Stunden. Bilderbuch m. Versen. 4. (4 farb. Taf. m. Klappbildern, eingedr. u. 19 illustr. Text) Nürnberg 1894, Th. Stroefer. kart. n 3.– ‒ Goldene Blätter. Bibeltexte u. geistl. Lieder. 12. (32 m. z. Tl. farb. Bildern) Ebda. 1895. kart. 1.50 ‒ Goldene Reime für die Kinderstube. 4. Aufl. 4. (24 m. 11 H. u. 12 Farbendr.) Stuttgart 1895, F. Loewe. geb. 3.–; als Leinw.-Bilderb. m. eingedr. Text, lackiert 4.– ‒ Dasselbe. Unzerreissbare Ausg. 4. (12 Färbdr. m. Text, auf Pappe) Stuttgart 1891, F. Loewe. kart. 8.– ‒ Gott ist mein Licht. Biblische Texte m. Gedichten. 16. (12 m. farb. Abbildgn.) München, Nürnberg 1892, Th. Stroefer. bar n –.75 ‒ Gott schütze Dich. Bibeltexte u. geistl. Lieder. 4. (12 m. z. Tl. farb. Bildern) Nürnberg 1894, Th. Stroefer. kart. n –.75 ‒ Gott sei mit Dir! Bibeltexte, f. jeden Sonntag ausgewählt. 24. (32 m. farb. Bildern) München, Nürnberg 1891, Th. Stroefer. kart. n –.75 ‒ Grossmütterlein. Ein Bilderbuch f. kleine Leute m. Erzählgn. u. Versen. 4. (44 m. z. Tl. farb. Illustr.) Nürnberg 1892, Th. Stroefer. kart. n 3.– ‒ Gruss aus der Heimat. Gedichte. 16. (12 m. farb. Illustr.) München 1889, Stroefer. In Leinw. Etui n 3.–; einzeln à n –.70 ‒ Himmlische Lichtblicke. Bibeltexte, ausgewählt v. C. L. 32. (30 m. farb. Illustr.) München, Nürnberg 1892, Th. Stroefer. kart. n –.75 ‒ Im alten u. im neuen Bunde. 4. (13 m. z. Tl. farb. Illustr) Ebda. n –.75 ‒ Im Kindergarten. Erzählgn. u. Reime. 4. (66 m. z. Tl. farb. Bildern) Nürnberg 1895, Th. Stroefer. geb. 6.– ‒ Im Lichte der Ewigkeit. Bibl. Texte. 4 Hefte. 16. (à 14 m. farb. Abbildgn.) München 1890, Stroefer. à n –.40; kompl. in Etui n 1.85 ‒ Im Lichte der Liebe. Texte, ausgewählt v. C. L. 4. (12 m. z. Tl. farb. Abbildgn.) Nürnberg 1894, Th. Stroefer. kart. n 1.50 ‒ Immer froh, tagaus, tagein. Ein Panorama-Bilderbuch m. Versen. 4. (20 m. z. Tl. farb. Abbildgn. u. 3 ausgestanzten farb. Bildern) Ebda. 1896. kart. 2.– ‒ Im Regen u. Sonnenschein. Erzählgn. u. Verse. 4. (56 m. z. Tl. farb. Abbildgn.) Ebda. 1893. kart. n 3.– ‒ Im Sonnenstrahl über Berg u. Thal. 4. (15 Bl. auf Pappe m. z. Tl. farb. Bildern) Ebda. 1895. kart. 2.80 ‒ In Ihm ist Ruh! Schriftworte u. Poesieen. 16. (12 m. farb. Abbildgn.) München, Nürnberg 1892, Th. Stroefer. n –.75 ‒ In Pelz u. Flaum. Prachtgestalten aus dem Tierreiche. In 2 Ausg. 4. (à 12 farb. m. 2 S. illustr. Text auf Pappe) Nürnberg 1896, Th. Stroefer. kart. à 3.– ‒ In Seinem Schutz. Bibeltexte. 4 Hefte. 32. (à 8 m. farb. Bildern) Ebda. 1894. à –.40; in Etui n 1.80",Lechler Cornelie,"In seligem Geleite. Bibl. Texte f. jeden Tag im Monat. 4 Hefte 12. (à 10 m. farb. Abbildgn.) München 1890, Stroefer. geb. m. Goldschn. à n –.75: kplt. in Etni n 3.50 1. In Gottes Hut. 2. Stille zu Gott. 3. Fröhlich in Gott. 4. Nach Gottes Rat. F. Flinzer u. B. Hörtkorn. Lustige Tiergeschichten f. kleine Tierfreunde. 4. (24 m 6 Farbdr.) Stuttgart 1895, F. Loewe. geb. 1.80 1. Oster-Hoffnung. 2. Oster-Freude. 3. Oster-Segen.","‒ Kleine Erzählungen f. Mädchen. 2. Aufl. 4. (64 m. 5 Farbdr.-Bildern.) Stuttgart 1896, F. Loewe. geb. n 2.– ‒ Kleine Plaudereien. Erzählgn., Fabeln, Rätsel u. Gedichte. Als Festgabe f. unsere Kleinen gesammelt. 12. (94 m. 16 Buntu. 16 Textbildern.) Ebda. 1893. kart. 1.20 ‒ Kunterbunt. Ein Schatzkästlein zum Zeitvertreib f. unsere Kleinen. 2 Tle. 3. Aufl. 4. (135 m. Illustr.) Ebda. 1897. kart. à 2.25; in 1 Bd. geb. 4.50 ‒ Langöhrchens grosse Reise. Eine lust. Geschichte f. kl. Hasenfreunde. 4. (8 m. 6 Farbdr) Ebda. 1894. kart. n 1.– ‒ Lasset die Kindlein zu mir kommen! 4. (18 m. 7 farb. Abbildgn.) München 1890, Th. Stroefer. n 1.50 ‒ Licht von oben. Bibl. Texte u. geistl. Lieder f. jed. Tag d. Monats. 4. (16 z. Tl. farb. B. m. Text.) Nürnberg 1894, Th. Stroefer. kart. m. Goldschn. n 2.50 ‒ Lieblinge der Kinderwelt. Fol. (7 Farbendr.-Taf. m. 7 S. illustr. Text auf Pappe.) Stuttgart 1894, F. Loewe. kart. 3.60 ‒ Lieblings Kurzweil. Ausgestanzt. 4. (12 farb. S. m. eingedr. n. 2 S. illustr. Text.) Nürnberg 1894, Th. Stroefer. n 1.50 ‒ Lobet den Herrn. Eine Konfirmations-Gabe. Mit farb. Illustr. 1.50 ‒ Dasselbe. Ohne Konfirmations-Dedikation als Damen-Geschenk geeignet. 1.50 ‒ Lustige Tiergeschichten, in Versen erzählt. 4. (12 m. Illustr.) Esslingen 1896, I. F. Schreiber. kart. n 1.50 ‒ Lustiges Völkchen. Bilderbuch m. Versen u. heiteren Erzählgn. 4. (64 m. z. Tl. farb. Bildern.) Nürnberg 1895, Th. Stroefer. kart. 4.50 ‒ Lust u. Leid der Jugendzeit. Ein Bilderbuch. 4. (76 m. z. Tl. farb. Bildern) Ebda. 1894. kart. n 3.– ‒ Meinem Herzblättchen. Ein neues Buch z. Unterhaltg. f. unsere Kleinen. 2. Aufl. 2 Tle. in 1 Bd. 4. à 36 m. Textbildern u. Farbendr.) Stuttgart 1894, F. Loewe. kart. 2.50 ‒ Dasselbe. Jeder Teil allein. kart. à 1.30 ‒ Dasselbe. Pracht-Ausgabe m. 8 Farbendr. geb. m. Goldsohn. 4.– ‒ Mizi. Ausgestanzte Katze. (9 m. farb. Illustr.) München 1889, Stroefer. n –.65 ‒ Muntere Gesellschaft. 4. (14 m. z. Tl. farb. Abbildgn. a. Pappe.) Nürnberg 1893, Th. Stroefer. kart. n 2.25 ‒ Noahs Arche. Mit Reimen. 4. (27 m. z. Tl. farbigen Bildern.) Ebda. 1895. kart. 2.– ‒ Oster-Blüten. Texte ausgew. 3 Bdchen. 16. (à 5 Bl. m. Illustr) München 1889, Th. Stroefer. In Mappe n 1.50 ‒ Osterhase. Ausgestanzt. Fol. (14 m. z. Tl. farbigen Bildern.) Nürnberg 1896, Th. Stroefer. kart. 1.– ‒ Rotkehlchens Liedergruss. Ausgestanzt. (9 m. farbigen Illustr.) München 1889, Stroefer. n –.65 ‒ Schneeflocken. Reime. 12. (20 m. Illustr.) Ebda. 1889. geb. n –.85 ‒ Sein Wort bleibt ewig. Bibeltexte f. jeden Tag des Iahres. 64. (144 m. farb. Abbildgn) Nürnberg 1893, Th. Stroefer. geb. m. Goldschn. n 1.20 ‒ Sein Wort ist Leben. Bibeltexte u. geistl. Lieder. 4. (12 m. z. Tl. farb. Bildern.) Ebda. 1894. kart. n –.75 ‒ Singet dem Herrn. Schriftworte u. Dichterstimmen, ausgew. 4. (16 m. farbigen Illustr.) München 1889, Th. Stroefer. n 2.50 ‒ Tagebuch fürs christliche Haus. Sprüche u. Poesieen. 12. (255 m. 12 Chromol. u. 11 Tondr.-Bildern.) München, Nürnberg 1892, Th. Stroefer. geb. m. Goldschn. n 4.– ‒ Tiere aus allen Zonen. 4. (12 Farbendr.-Taf. m. eingedr. Text auf Pappe.) Stuttgart 1894, F. Loewe. kart. 4.– ‒ Tiere aus Haus u. Hof. Fol. (12 farb. Bilder.) Ebda. 1892. kart. 3.–; unzerreissbar geb. 4.– ‒ Trost im Leide. Bibelsprüche. 32. (33 m. farbigen Abbildgn.) München 1890, Th. Stroefer. geb. m. Goldschn. n –.75 ‒ Unsere Hausfreunde. Lustige Verschen u. Reime. 4. (26 m. z. Tl. farb. Bildern.) Nürnberg 1896, Th. Stroefer. kart. 2.–",Lechler Cornelie,"Unser Herr. Bibl. Texte, ausgew. 4 Bdchn. 16. (à 14 m. farb. Illustrationen.) München 1889, Stroefer. In Leinw.-Etui n 1.85; einzeln à n –.40 1. Sein Wille. 2. Sein Weg. 3. Sein Wort 4. Seine Liebe.","‒ Unsere Zuflucht. Schriftworte u. Poesieen. 16. (8 m. 2 farb. Bildern.) Nürnberg 1895, Th. Stroefer. –.50 ‒ Dasselbe. Mit Dedikation f. Konfirmanden. –.50 ‒ Unvergessen. Gedichte. 16. (12 m. farb. Illustr.) München 1889, Th. Stroefer. n –.70 ‒ Was euch gefällt. Bilderbuch m. Versen u. heiteren Erzählgn. 4. (40 m. z. Tl. farb. Bildern) Nürnberg 1895, Th. Stroefer. kart. 2.50 ‒ Was kann es Schöneres geben? Bilderbuch m. Versen u. heiteren Erzählgn. 4. (40 m. z. Tl. farb. Bildern.) Ebda. 1895. kart. 2.50 ‒ Was man im Walde hört. 4. (48 m. z. Tl. farbigen Bildern.) München 1891, Th. Stroefer. kart. n 5.50 ‒ Wie's im Hause geht. Erzählgn. u. Gedichte f. Kinder. 8. Aufl. 4. (75 m. 6 Farbdr. u. vielen Textbildern.) Stuttgart 1896, F. Loewe. geb. 3.– ‒ Willkommene Freunde. 4. (14 auf Pappe m. z. Tl. farbigen Abbildgn.) Nürnberg 1893, Th. Stroefer. kart. n 2.25",.,.,.,.,.,.
1050549279,Leesen,Frl. Postuma Wilh,Leesen Wilh. Postuma,.,.,1847-02-26,1906,Postumus Karl,Biographie s. Postuma Wilhelmine von Leesen.,"‒ Aus schwarzem Blut. Rom. 2 Tle. in 1 Bde. 8. (387) Berlin, O. Janke. n 5.– ‒ Braunedel. Rom. 2 Tle. in 1 Bde. 8. (458) Ebda. 1892. 6.–; wohlf. Ausg. 2.– ‒ Die Kraft einer Frau. Rom. Berlin, R. Taendler. U. d. Presse. ‒ In deutscher Hand. Rom. 2 Tl. in 1 Bde. 8. (364) Berlin 1893, O. Janke. wohlf. Ausg. 2.– ‒ Kirchliche Ostergebräuche. Handbuch f. Romreisende. 8. (28) Breslau 1895, E. Trewendt. geb. 1.– ‒ Unter dem Danebrog. Schleswig-Holsteinischer Rom. 2 Tle. in 1 Bde. 8. (391) Berlin 1889, O. Janke. n 5.–",.,.,.,.,.,.,.,.,.,.,.,.
1023281538,Lehmann,Frau Pauline,Lehmann Pauline,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043827099,Lehmann,Sophie,Lehmann Sophie,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139660631,Lehmann-Filhés,Frau Bertha,Lehmann-Filhés Bertha,Berlin,.,1819-02-20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117625884,Lehmann-Filhès,Frl. Margarete,Lehmann-Filhès Margarete,Berlin,Berlin,1852-09-01,1911-08-16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119048027,Lein,Frl. Johannette,Lein Johannette,.,.,1819,1903,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043309667,Leiningen-Westerburg,Gräfin Josephine zu,Leiningen-Westerburg Josephine,Bamberg,Kassel,1835-04-08,1917-11-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1019259507,Leitenberger,Johanna,Leitenberger Johanna,Prag,Salzburg,1818-01-31,1893-01-05,Litahorsky Jean,auch Marie s. Johanna Leitenberger.,"‒ Veronika von Teschenitz. Geschichtliches Trauersp. in 4 Aufz. Graz 1867, Selbstverlag.",Wolf-Leitenberger Johanna,"Ps. Johanna, Leitenberger, Marie und Jean Litahorsky, geboren am 31. Januar 1818 zu Prag, gestorben am 5. Januar 1893 in Salzburg. Werke s. Johanna Leitenberger und Jean Litahorsky.",.,.,.,.,.,.,.,.,.,.
104449610X,Lemke,Frl. Elisabeth,Lemke Elisabeth,Rombitten,Zoppot,1849-06-05,1925-08-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143341588,Lenk,Margarete,Lenk Margarete,Leipzig,Dresden,1841-08-29,1917-10-31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1066253897,Lenneck,Ellen,Lenneck Ellen,Kassel,Görbersdorf,1851-02-05,1880-05-16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116918527,Leo,Sophie Auguste,Leo Auguste Sophie,Hamburg,.,1795-09-14,1874,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116918535,Leo,Therese,Leo Therese,.,.,1841,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11726041X,Leonhard,Camilla,Leonhard Camilla,Riva del Garda,Zagreb,1868-06-24,1963-06-15,Lucerna Camilla,"Ps. Camilla Leonhard, Agram, geboren 1868 in Riva, Südtirol, als Tochter des k. k. Auditors Hans Lucerna, hat verschiedene Feuilletons geschrieben. Sie ist derzeit Lehrerin der französischen Sprache am Mädchenlyceum in Agram, Kroatien. Werke s. Camilla Leonhard.",.,.,.,.,.,.,.,.,.,.,.,.,.
12628430X,Leonrod,Freifrau Olga von,Leonrod Olga,.,.,1828,1901,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11694496X,Leporin,Frl. Valerie,Leporin Valerie,.,.,1853-06-26,1919,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116404124,Leske,Maria,Leske Maria,Aschaffenburg,.,1838-08-16,1909,Witter Marina,"geb. Krebs, Ps. Maria Leske u. Th. Armin, Niesky O. L., Görlitzerstrasse 24 I, geboren den 16. August 1838 in Aschaffenburg, entstammt der Brüdergemeinde. Sie erhielt ihre Erziehung in Montmirail in der Erziehungsanstalt der Brüdergemeinde, verheiratete sich mit dem Buchhändler Witter in St. Louis, U. S. Seit 1867 Witwe, fand sie ihren Trost in der Religion. Sie hat Gedichte und Erzählungen für die Jugend und das Volk geschrieben. Werke s. Maria Leske.",.,.,.,.,.,.,.,.,.,.,.,.,.
116950463,Lessing,Caroline,Lessing Caroline,.,.,1779-06-28,1834-10-02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1140254359,Lette,Julie,Lette Julie,.,Pinneberg,1850-07-10,1932-06-21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1135787980,Lette,Marie,Lette Marie,.,.,1830-02-12,1918,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11600987X,Lévien,Ilse,Lévien Ilse,Hamburg,Genf,1849-02-03,1908-12-02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116969938,Lewald,Henriette,Lewald Henriette,.,.,1825,1886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1273278798,Lewald,Sophie,Lewald Sophie,Zehlendorf,Berlin,1854-10-31,1898-09-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118572393,Lewald-Stahr,Fanny,Lewald-Stahr Fanny,Königsberg,Dresden,1811-03-24,1889-08-05,Lewald-Stahr Fanny,Osterbriefe für die Frauen. 8. (141) Ebda. 1863. n 1.50 1. Der Freiherr. 3 Bde. (968) 1864. 13.50 2. Der Emporkömmling. 5 Bde. (1468) 1866. 20.25,"‒ Prinz Louis Ferdinand. Ein Zeitbild. 3 Bde. 2. Aufl. 8. (408) Berlin 1859, Hofmann & Co. geb. 3.50; herabges. Pr. 2.– ‒ Reisebriefe aus Deutschland, Italien u. Frankreich. 8. (475) (1877) 1878. Berlin, O. Janke. n 7.– ‒ Sommer u. Winter am Genfersee. Ein Tagebuch. 2. Aufl. 8. (490) Ebda. 1872. n 3.– ‒ Stella. Rom. 3 Bde. 8. (689) Ebda. 1883. n 12.– ‒ Treue Liebe. Erzählg. 8. (263) Dresden 1883, Minden. n 3.60; geb. nn 4.50 ‒ Vater u. Sohn. Nov. 8. (325) Stuttgart 1881, Deutsche Verlagsanstalt, n 5.– ‒ Villa Riunione. 2 Bde. 8. (799) Berlin 1868, O. Janke. 12.– ‒ Vom Sund zum Posilip! Briefe aus dem Iahre 1879–1881. 8. (320) Ebda. 1883. n 6.– ‒ Von Geschlecht zu Geschlecht. 2 Abtlgn. 8. Ebda. 33.75 ‒ Wandlungen. Rom. 4 Bde. 2. Ausg. 8. (1532) Ebda. 1864. 12.– ‒ Zu Weihnachten. 3 Erzählgn. 8. (400) Ebda. 1880. n 7.– ‒ Zwölf Bilder aus dem Leben. Erinnergn. 8. (399) Ebda. 1888. n 6.–",Stahr Fanny,s. Fanny Lewald-Stahr.,.,.,.,.,.,.,.,.,.,.
118626175,Lewin,Antonie,Lewin Antonie,Berlin,Berlin,1771-05-19,1833-03-07,Varnhagen von Ense Rahel,"geb. Robert, Ps. Rahel und Friederike, geboren am 26. Mai 1772 in Berlin, gestorben den 7. März 1833 ebenda.",.,.,.,.,.,.,.,.,.,.,.,.,.
1044115831,Libicka,Emma,Libicka Emma,Wien,Wien,.,1913-10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1016705654,Liebel-Monninger,Frau Anna,Liebel-Monninger Anna,Nürnberg,.,1869-06-03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1022349503,Liebenau,Frl. A,Liebenau A.,.,.,1847-09-15,1915-04-09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
100804195,Liebeskind,Dorothea Margarethe,Liebeskind Dorothea Margarethe,Göttingen,Eichstätt,1765-02-22,1853,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033724394,Liebhaber,Amalie Luise von,Liebhaber Amalie Luise,Wolfenbüttel,Berlin,1781-11-28,1845-05-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018112944,Liebhold,Frau Anna,Liebhold Anna,.,.,1844-05-23,.,Teichmann Anna,s. Anna Liebhold.,"‒ Aus den Thüringer Bergen. Idylle. 8. (72) Erfurt 1878, Villaret. 1.–",.,.,.,.,.,.,.,.,.,.,.,.
1034675095,Lieder,Therese,Lieder Therese,.,Hildesheim,1834,1915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139081151,Liepholdt,Sappho,Liepholdt Sappho,.,.,1850,1905,Sappho Liepholdt,Biographie s. Editha Freiin von Reitzenstein.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050554019,Lilien,Anna Freiin von,Lilien Anna,.,.,1841-05-11,1914,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126473889,Liliencron,Adda Freiin von,Liliencron Adda,Charlottenburg (Berlin),Posen,1844-07-28,1913-01-23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1034711822,Limburg,Frau Agnes von,Limburg Agnes,Verden (Aller),.,1831-07-08,1911-11-08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1217624732,Lina,.,Lina,.,.,1803,[18XX],Lina,"Stimmen aus der Blumenwelt. 16. (152) Zürich 1852, Meyer & Hanisch. n 1.50",.,.,.,.,.,.,.,.,.,.,.,.,.
117322040,Lina,Schwester,Lina Schwester,Weilburg,Wiesbaden,1826-03-09,1910-07-09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127850945,Lincke-Resch,Frau Helene,Lincke-Resch Helene,Greiz,.,1838,.,Lincke-Resch Helene,"Die oberen Zehntausend u. der verschämte Arme. Beitrag zur Lösg. der Mittelstandsfrage, ein Appell an d. deut. Männer u. Frauen d. 19. Iahrh. 8. (31) Dresden 1893, Leipzig, Selbstverlag. –.40","‒ Die Witwe des Mittelstandes. Leipzig, Selbstverlag. –.15; 10 Exempl. 1.– ‒ Eine Appellation od. sofort zum Protest. Mein Lebensbild. 8. Bad Elster. Selbstverlag. –.50 ‒ Ein Stimmungsbild. Leipzig, Selbstverlag. –.15 ‒ Ein Zehnthalerschein. Ebda. –.20 ‒ Im Bunde. Skizzen aus Leipzig u. Bad Elster. 1. Bdchn. 8. (64) Dresden 1894, Leipzig, Selbstverlag. nn –.40 ‒ Im Lichte der Unsterblichkeit. Ein Beitrag zur Erweiterg. der christl. Geisteskultur. 8. (72) Leipzig 1896, Ebda. n –.60 ‒ Pastorenspiegel. Appell an die deutsch-evangelische Geistlichkeit u. geistesverwandten Kreise. 12. (16) Ebda. 1897. –.15 ‒ Professor Bücherwurm. Ebda. –.15 ‒ Sein Rechtsstandpunkt Ebda. –.40 ‒ Verschiedene Ehefrauen. Ebda. –.25 ‒ Verschiedene Kurgäste. Ebda. –.40 ‒ Was ist Erwerbsförderung? – Für die liebe Kirche armt's nicht. – Das Bekenntnis des Arbeiters. Ebda. zusammen –.15",.,.,.,.,.,.,.,.,.,.,.,.
1043617639,Linckersdorf,Franziska von,Linckersdorf Franziska,Heilbronn,.,1781-03-14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1022908596,Lindau,Anna,Lindau Anna,Berlin,Lausanne,1853-09-01,1940,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1209716739,Linde,Charlotte,Linde Charlotte,.,.,1816,1888,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11701608X,Linde,Maria Clara,Linde Clara Maria,Dresden,Dresden,1818-05-26,1903-01-23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115830966X,Lindemann,Frau Henriette Sophie,Lindemann Henriette Sophie,Ulm,Neu-Ulm,1830-03-16,1915-04-07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117722758,Lindemann,Frau Lisbeth,Lindemann Lisbeth,.,.,1861,1936,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14076383X,Linden,Ada,Linden Ada,.,.,1847-10-01,1911-11-23,Linden Ada,"Kreuz und Krone. Erzählgn. aus der Geschichte der evangel. Kirche. 8. (224) Stuttgart 1897, Christliches Verlaghaus. geb. 2.– Ergänzg. zu Ada Linden. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
1015127657,Linden,Auguste,Linden Auguste,.,.,1826,1855,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127556273,Lindner,Frl. Ella,Lindner Ella,.,.,1872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1120617324,Lingen,Ernst,Lingen Ernst,Erkelenz,Erkelenz,1832,1907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
141831936,Lingsten,Charlotte,Lingsten Charlotte,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
106092353X,Linstow,Antonie von,Linstow Antonie,.,.,1868-09-26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1014020700,Lintemer,Hermine,Lintemer Hermine,.,.,1844-11-13,1881,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115341080,Linz-Godin,Frau Amélie,Linz-Godin Amélie,.,.,1824-05-22,1904-04-24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117044024,Lipperheide,Frau Frieda,Lipperheide Frieda,Lüchow (Wendland),Berlin,1840-04-25,1896-09-12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1019259892,Libbert v. Granberg,Frau Josephine,Lippert v. Granberg Josephine,Wien,Cannes,1836-03-17,1910-04-18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1181119480,Lipschitz,Gertrud,Lipschitz Gertrud,Bonn,.,1860-01-23,1930-10-16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11706579X,Littrow-Bischoff,Auguste,Littrow-Bischoff Auguste,Prag,Wien,1819-02-13,1890-03-25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1139865943,Lobedan,Emma,Lobedan Emma,Naumburg (Hessen),Berlin,1845,1917,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117073989,Lobedan,Frl. Helene,Lobedan Helene,.,.,1839,.,Lobedan Helene,"Dorothe Fox. Rom. Aus dem Engl. d. Louise Parr. 2 Bde. 8. (567) Leipzig 1872, Schlicke. 7.50 Ergänzg. zu Helene Lobedan. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
117155071,Loeper-Housselle,Frau Marie,Loeper-Housselle Marie,.,Baden-Baden-Lichtental,1837-02-11,1916-01-25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117169137,Loewenherz,Frl. Johanna,Loewenherz Johanna,Rheinbrohl,.,1857,1937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1043724397,Loewi-Herwi,Frau Babette,Loewi-Herwi Babette,Berlin,Berlin,1843,1910,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1073505057,Löffler,Charlotte,Löffler Charlotte,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1180638360,Löffler,Helene,Löffler Helene,.,.,1863-03-12,1937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136664784,Löffler,Pauline,Löffler Pauline,Paris,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1055693386,Loh,Johanna,Loh Johanna,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
