gnd,werk
116901918,"Potsdam. Gedichte. 4. (20) Stuttgart 1873, Grüninger. 1."
1268119040,Evangelische Trostworte für Kranke und Leidende von der Mitgenossin an der Trübsal. 2. Aufl. 8. (232) Ebda. 1891. geb. n 3.40
1268119040,"Seelenkämpfe eines armen Landmädchens. Eine Erzählg. aus dem ostpreussischen Volksleben. 2. Aufl. 8. (240) Calw u Stuttgart 1894, Vereinsbuohhandlung. n 1.50; geb. n 2."
1047849720,"Iugend-Erzählungen aus dem israelitischen Familienleben. 2. Aufl. 8. (215 m. 5 Farbendr.) Prag 1890, I. B. Brandeis. n 2.20"
1047849720,"Noami. Erzählg. 2. Aufl. 8. (137) Prag 1867, Leipzig, Leiner. n 1.."
1047849720,"Stunden der Andacht. Gebetu. Erbauungsbuch für Israels Frauen u. Iungfrauen. (1. Aufl. 1855.) 14. Aufl. Ausg. für Deutschland. 12. (164) Prag 1893, I. B. Brandeis. geb. bar 1.; 1.60; m. Goldschn. 2.80; in Leder m. Goldschn. nn 3.. in Seidensammt m. versilb. Beschlägen n 7."
104089180,"Die bayerische Köchin in Böhmen, Salzburg, Tirol u. Schwaben. 14. Aufl. 8. (478) München 1872, A. Ackermann. 4."
1089585489,Arbeiter-Romane. 18701889.
1089585489,"Vom Gebirge her. Dorfgeschichten. 8. (279) Wien 1890, Hartleben. n 3.60; geb. n 5.."
113668139,"Buch für Kinder. 16. (146) Zerbst 1854, Leipzig, Klinkhardt. 1.50"
113668139,"Buch für Töchter gebildeter Stände. 8. (232) Berlin 1840, Rubach. geb. 3.75"
113668139,"Das Geheimnis von Benebridge Hall. 3 Bde. 8. (570) Würzen 1856, Verlags-Comptoir. n 1.20"
113668139,Das Schloss in Marienburg. Histor. Rom. 8. (204) Ebda. 1852. 1.20
113668139,Das Verbrechen. Rom. 2 Tle. 8. (387) Ebda. 1851. 4.50
113668139,Der Bischof. 3 Tle. 8. (720) Ebda. 1852. 1.20
113668139,"Der Grossmutter Geburtstag. 16. (32) Zerbst 1854, Leipzig, Klinkhardt. .50"
113668139,"Der Sylvesterabend. Rom. 3 Tle. 8. (734) Danzig 1848, Gerhardsche Buchhandlung. 10.50"
113668139,"Die Enttäuschung. Rom. 8. (274) Berlin 1852, Barthel & Co. n 3."
113668139,"Die Mohrin. 3 Tle. 8. (500) Leipzig 1854, C. F. Schmidt. 7.50"
113668139,"Die sicilianische Vesper. 2 Bde. 8. (450) Nordhausen 1840, Fürst. 6.40"
113668139,"Die weissen Rosen. 2 Tle. 8. (446) Würzen 1852, Verlags-Comptoir. 1.20"
113668139,"Elisabeth v. Cedernström. 2 Tle. 8. (481) Berlin 1852, Barthel & Co. n 2."
113668139,"Elisabeth, Prinzessin von Böhmen, Histor. Erzählg. 8. (192) Leipzig 1841, Meissner. 3."
113668139,"Eugenie du Plessy. 8. (234) Leipzig 1856, Kollmann. 2."
113668139,"Iohann Casimir von Polen. Histor. Rom. 3 Tle. 8. (728) Danzig 1839, Gerhard. 12."
113668139,"Iohannes IV. von Russland u. seine Gemahlin Anastasia Okolnitschy. Histor. Erzählg. 2 Tle. 8. (512) Leipzig 1840, Meissner. 6.60"
113668139,"Louise, Prinzessin v. Montpensier. Histor. Rom. 2 Tle. 8. (457) Wurzen 1852, Verlags-Comptoir. 1.50"
113668139,"Miesschen u. Moorchen. 16. (128) Berlin 1840, Hasselberg. geb. 1.80"
113668139,"Preussens Vorzeit. 3 Tle. 8. (600) Leipzig 1854, C. F. Schmidt. 6.75"
113668139,"Rahel. 3 Tle. 8. (560) Wurzen 1852, Verlags-Komptoir. 1.20"
113668139,"Schuld u. Busse. 2 Tle. 8. (528) Leipzig 1840, Kollmann. 6."
113668139,"Willst du ein Märchen hören? 8. (208) Berlin 1840, Ensslinsche Buchhandlung. n 3.60"
113668139,Zwei Erzählungen. 8. (188) Leipzig 1857. Kollmann. n 1.50
1095905597,"Schiffe, die nachts sich begegnen. Rom. v. Beatrice Harraden. Autoris. Übers, aus d. Engl. v. L. N. 8. (160) Stuttgart 1895, I. Engelhorn. n .50; geb. n .75"
116146095,"Befreite Herzen. Novellen. 8. (324) Berlin 1863, Grothe. 4."
116146095,Spanische Liebesgeschichten. 8. (272) Ebda. 1863. 4. ‒ Über diese Geschichten ist Gras gewachsen. Rom. 2 Tle. 8. (418) Ebda. 1863. 6.
11701866X,"Biographieen der österreichischen Dichterinnen n. Schriftstellerinnen. Ein Beitrag zur deutschen Litteratur in Österreich. 8. (61) Korneuburg 1893, I. Kühkopf. 2.; geb. 2.60"
11701866X,"Blütenlese ans den in Chicago prämiierten Dichterinnen u. Schriftstellerinnen. 12. (80) Korneuburg 1898, Verlag der Verfasserin. 1.60"
11701866X,"Erstes Organ der Lehrerinnen der Handarbeit an den österreichischen Schulen. Geleitet u. herausg. v. M. N. 1. Iahrg. 1897. 12 Nrn. 4. (No. 1. 6 m. Abbildgn.) Korneuburg 1897, M. Nigg. n 1.50"
11701866X,Iubiläumsalmanach. Gedichte. Korneuburg 1888.
11701866X,"Leopold Chimani 17741844. 8. (30 m. 1 Bildnis.) Korneuburg 1895, Selbstverlag. .50"
11701866X,"Frauen-Werke, Österreichische Zeitschrift zur Förderg. u. Vertretg. der Frauenbestrebgn. Geleitet u. hrsg. v. M. N. 4. Iahrg. 1897. 12 Nrn. 4. (No. 2. 8) Korneuburg 1897, M. Nigg. n 4. ‒ Österreichs Handarbeit. 12. (45) Korneuburg 1895, Selbstverlag. n .50"
11702340X,"Die Weihnachtsfeier im Kindergarten, in Gesang u. Deklamation nebst Ansprache der Lehrerin. Vorwort u. Melodieen v. Frdr. Seidel. 8. (58) Wien 1890, Pioniers Witwe & Sohn. n 1."
11702340X,"Freudvoll u. leidvoll. Lieder. 8. (80) Berlin 1884, A. Senff. 2.; geb. m. Goldsohn. 3."
11702340X,"Zur Pflege des Familiensinnes. Vortrag, geh. im Breslauer Handwerker-Verein. 8. (32) Guhrau 1894, M. Lemke. n .40"
1035607891,"Für die Kinderwelt. Gedichte u. dramatisierte Märchen für Schule u. Haus. 2. Aufl. 2 Bde. 8. (352) Gotha 1896, I. Goetsch. 1.80; geb. 2.50"
1050550889,"Zurück ins Lehen. Nov. in Versen u. andere Dichtgn. 16. (88) Riga 1889, Kymmels Verlag. kart. n 1.50"
1316129985,"Es wende Licht. Eine Erzählg. 2 Aufl. 2 Tle. in 1 Bde. 8. (399) Iena 1881, H. Costenoble. 3."
11720899X,Astolfo Vardamas. Rom. 1844.
11720899X,Die Brüder u. der Mönch. Rom. 1842.
11720899X,Erzählungen. 1843. Inhalt: Die Stiefschwester. Paul Scalig in Preussen. Das Zusammentreffen auf Helgoland.
11720899X,Umhörst. Rom. 1846.
11720899X,Paris und Berlin. 1848.
116922842,"Eva. Nov. 8. (295) Berlin 1863, Grothe. 4."
116922842,"Ländliche Skizzen aus Franken. 8. (112) Weimar 1854, Kühn. 1."
116922842,"Lieder und Sprüche. 32. (127) Weimar 1854, Kühn. n 1.50"
1049681932,"Poetische Kleinigkeiten. 8. (150) Kopenhagen 1863, Leipzig, Brauns. n 2.25"
116683104,"Iohann Wilhelm Helfers Reisen in Vorderasien u. Indien. Anh.: Meine Erlebnisse u. Erinnerungen nach Helfers Tode. 8. (118) Leipzig 1877, Brockhaus. n 2.50; kmpl. m. Anh. n 11.50"
116683104,"Ein deutsches Real-Gymnasium f. Mädchen. 8. (18) Berlin 1875, Simion. bar n .50"
189557354,"Feierstunden. 12. (180) Aachen 1893, R. Barth. geh. m. Goldschn. 4.50"
101221657,"Heitere Liebesgeschichten. 16. (ca. 64) Leipzig 1890, Zehnpfennigbibliothek. .10"
101221657,Liebesleid. 16. (ca. 64) Ebda. .10
101221657,Lustige Heiratsgeschichten. 16. (ca. 64) Ebda. .10
101221657,Mammon. Rom.
101221657,Nachtseiten der Ehe. Nov.
101221657,"Wogen der Sündflut. Nov. 2 Tle. 8. (384) Berlin 1888, Issleib. n 5."
12806532X,"Die Technik der Kunststrickerei. 8. (422 m. 127 Illustr.) Wien 1897, C. Konegen n 6.; geb. 7."
1057554960,"Leitfaden zur Ausbildung von Turnlehrerinnen. In 2 Teilen. 1. Teil: Frei u. Ordnungsübgn. Beschreibg. der Geräte u. Gerätübgn. 8 (ca. 96) Berlin 1897, R. Gaertners Verlag. 1.40"
1057554960,Dasselbe. 2. Teil. Inhalt: Der Bau des menschlichen Körpers u. seine Funktionen. Ebda. 1898
1057554960,Zwanzig Reigen für das Mädchenturnen. 8. (52 m. Fig.) Ebda. 1891. 2. Aufl. 1898. kart. n 1.80
101660944,"C. H. Spurgeons Leben. 8. (296) Calw u. Stuttgart 1897, Vereinsbuchhandlung. geb. n 2."
108976863X,"Allein durchs Leben. Novellen. Berlin 1898, Verlag des christlichen Zeitschriftenvereins."
108976863X,"Frau Magdalena. Rom. Berlin 1898, Rudolf Mosse."
108976863X,"Im Bannkreis der Pflicht. Rom. Mannheim 1898, Bensheimer. U. d. Presse."
108976863X,Novellen. 1.4. Bd. In Stolzescher Stenographie hrsg. von G. O. 8. Berlin G. Oehmke. à 1.; geb. à nn 1.50
108976863X,"Vier Novellen. Breslau 1898, S. Schottländers Novellenbibliothek »Unterwegs und Daheim«. U. d. Presse."
1279344814,"Der Gott des 19. Iahrhunderts. Religionsphilosophischer Versuch. 8. (141) Breslau 1879, Schletter. n 3."
1279344814,"Die Leistungen der deutschen Frau in den letzten 400 Iahren auf wissenschaftlichem Gebiete. 8. (234) Guhrau 1894, M. Lemke. n 3.; geb. n 4."
127684050,"Das Recht ans Leben. Nov. 8. (212) Minden 1896, I. C. C. Bruns. n 2.75; geb. n 3.50"
127684050,"Iugendwege. Neue Novellen. 8. (256) Minden 1895, I. C. C. Bruns. n 3.; geb. n 4."
127684050,"Norwegische Novellen. 8. (248) Iena 1887, H. Costenoble. n 5.; geb. nn 6."
127684050,"Rovena vom Martinsthor. Ein Freiburger Märchen. 12. (53) Freiburg i. B. 1896, Lorenz & Waetzel. n .90"
116735260,Briefe u. Blätter. Hrsg. von Karl von Holtei. 1864.
116735260,"Im Brautkranz. Briefe. 1870. ‒ Über praktische Kindererziehung. Briefe einer Mutter an eine Freundin, über die Behandlg. der Neugeborenen u. über die Erziehg. der Kinder. 2. Aufl. 16. (115) Hamburg 1874, I. F. Richter. n 1.50"
133558932,"Worte mütterlicher Liebe an meine Tochter. Hrsg. v. A. Huth. 4. Ausg. 8. (332) Frankfurt a. M. 1864, Winter. n 3.; geb. n 4."
117761591,"Der Kinder-Advokat. 2. Aufl. 4. (80) Berlin 1868, Hertz. n 1.50"
117761591,"Gedichte. Nebst Nachrufen v. H Grimm, Erich Schmidt u. Ernst v. Wildenbruch. 8. (123 m. Bildnis.) Berlin 1892, Besser. n 2.; geb. m. Goldschn. n 3."
11712124X,"Erzählungen. 8. (421) Berlin 1893, Weimar, E. Felber. n 6.; geb. n 7."
11712124X,"Guckkästchen. 2. Aufl. 4. (48 m. farb. Illustr.) Leipzig 1886, Leipziger Lehrmittel-Anstalt von Dr. O. Schneider. n 3.50"
11712124X,"Herr Mops. Ein Märchen. 4. (22 mit 12 Chromolith.) Berlin 1863, Korn & Co. n 3."
11712124X,"Himmelsschlüssel u. Gänseblume von einer alten Kindermuhme. 4. (22 Htaf.) Kaiserswert a. Rh. 1860, Leipzig, Volckmar. n 2.25; geb. n 4."
11712124X,"Ich od. du? 8. (151) Dresden 1891, Ehlermann. n 2."
11712124X,"Kindermusik. Komp. v. M. Riezler. 4. (11 Chromolith. m. 12 Musikbeilage) München 1879, Bassermann. geb. 3.50"
11712124X,Naseweiss u. Dämelchen. Ein Märchen in 22 chromolith. Bildern. 2. Aufl. 4. (Mit Text) Ebda. 1881. geb. n 4.50
11712124X,"Neue Novellen. 8. (368) Berlin 1876, Hertz. 6."
11712124X,"Scherzfibel. 4 (35 Bl. m. z. Tl. farb. Illustr.) Leipzig 1886, Leipziger Lehrmittel-Anstalt von Dr. O. Schneider. n 4. ‒ 16 Märchenbilder für die Hand des Kindes im Hause u. Kindergarten. Fol. (12 Chromol. auf Karton m. Text) Ebda. 1882. n 4.50"
11712124X,"Simplicitas. 8. (253) Berlin 1884, Hertz. n 4.; geb. n 5."
11712124X,"Vielliebchen. 4. (15 Chromol.) Berlin 1881, Mitscher. n 5."
11712124X,"Zeichenu. Mal-Fibel. Fol. (34 Chromol. m. 16 Vorlagen u. e. Farben-Palette) Leipzig 1882, Leipziger Lehrmittel-Anstalt. geb. n 7 50"
139942807,"Aus Familienpapieren. Erzählg. f. junge Mädchen. 12. (336) Stuttgart 1877, Schmidt & Spring. geb. 4.50"
139942807,Leonilda. Erzählg. in 2 Bdn. 8. (490) Ebda. 1882. geb. 6.
139942807,Sturm u. Sonnenschein. Erzählg. f. junge Mädchen. 8. (443) Ebda. 1878. geb. 4.50
139942807,Verschlungene Wege. Erzählg. f. junge Mädchen. 12. (384) Ebda. 1876. geb. 4.50
116627883,"Ein Sohn Polens. Rom. 8. (401) Köln 1886, I. P. Bachem. n 2."
116627883,Vannina. Eine korsische Nov. 8. (206) Ebda. 1886. geb. 1.
112315872X,"Dornenwege. 3 Erzählgn. 16. (130) Prag 1897, Brandeis. 0.20"
112315872X,"Epheuranken. Erzählg. aus dem jüd. Leben. 8. (240) Thorn 1889, C. E. Schwartz. n 2.40"
101930992,Blüten u. Perlen.
117148024,"Gedichte. 8. (205) Gotha 1885, Thienemann. n 2.; geb. n 3."
1035517965,"Aller Gattig Lüt. 8. (176) Aarau 1897, Sauerländer & Co. n 2.; geb. n 2.60 ‒ »Lasst hören aus alter Zeit.« Dramatische Bilder aus der Schweizergeschichte. 8. (142) Ebda. 1895. n 2.; geb. 3."
1035517965,Dasselbe. In der Bibliothek vaterländ. Schauspiele. 8. (142) Ebda. 2.
1035517965,Us der Burestube. Oeppis zum Uffüehre. In Aargauer Mundart. 8. (71) Ebda. 1897. n 1.40
1035517965,"Volksschauspiel in Lenzburg, 12. (100) Ebda. 1895. Nicht im Handel, nn 1."
101220944,"Das Ende. Erzählg. 8. (146) Dresden 1896, H. Minden. n 1.50; geb. nn 2.50"
101220944,"Der Andere. Lustspiel. 8. (42) Dresden 1888, Pierson. n 1."
101220944,"Der blonde Adjutant. Keine Soldatengeschichten. 8. (303) Dresden 1883, H. Minden. 3.; geb. nn 4."
101220944,"Ich deklamiere. Soloscene. Leipzig, Ph. Reclam jr. .20"
101220944,Ich denke dran. Soloscene. Ebda. .20
101220944,"Oberlehrer Gesenius. Rom. 8. (320) Stuttgart 1896, Deutsche Verlags-Anstalt. n 4.; geb. nn 5."
101220944,"Unter Kameraden. 8. (385) Dresden 1893, H. Minden. 3.; geb. nn 4."
104265523,Bilder und Lieder. 1833.
104265523,Der Kettenschmied. Gedichte. 1835.
104265523,"Erzählungen. 8. (336) Leipzig 1841, Gebrüder Reichenbach. n 4."
104265523,"Gedichte. 8. (176) Stuttgart 1832, Deutsche Verlags-Anstalt. n 2.70"
138901392,"Zur Zeit der Sonnenwende. Nov. Leipzig 1888, I. I. Weber."
118590901,"Drei verhängnisvolle Iahre. Zeitrom. 2 Bde. 8. (480) Altona 1867, Verlagsbureau. 6."
118590901,"Ein Bauernsohn. Eine Erzählg. f. das Volk. 8. (342) Leipzig 1849, Wienbrack. 4.50"
118590901,"Ein bedenkliches Geheimnis. Erzählg aus der Gegenwart. 8. (227) Leipzig 1875, Thiele. n 3."
118590901,"Eine Grafenkrone. Rom. 3 Bde. 16. (798) Leipzig 1857, Pfefferkorn. 6."
118590901,"Frauen-Zeitung. 4. Iahrg. 1852 104 Nrn. 4. (8) Gera, Illgens Erben. 6."
118590901,"Gedichte. 16. (264) Leipzig 1868, Rötschke. n 3.; geb. 4."
118590901,"Gräfin Lauretta. Historische Erzählg. aus dem 14. Iahrhundert. 8. (199) Leipzig 1884, Reissner. n 1."
118590901,"Heimische und Fremde. Rom. 3 Bde. 16 (654) Leipzig 1858, Pfefferkorn. 6."
118590901,Iesuiten und Pietisten od. Cäcilie Telville. Zeitrom. 2. Aufl. 3 Bde. 8. (687) Altona 1871. Verlags-Bureau. 7.50
118590901,"Kathinka. Rom. 2 Bde. 8. (624) Leipzig 1844, Wienbrack. 7.50"
118590901,"Kunst und Künstlerleben. 8. (221) Berlin 1863, Roskowski. 2.25"
118590901,"Lieder eines deutschen Mädchens. 16. (226) Leipzig 1847, Wienbrack. geb. m. Goldschn. 4.50"
118590901,Ludwig der Kellner. Rom. 2 Bde. 8. (480) Ebda. 1843. 6.75
118590901,"Mädchenbilder aus der Gegenwart. Nov 8. (207) Leipzig 1864, Colditz. 2.50"
118590901,"Mein Lebensgang. Gedichte aus 5 Iahrzehnten. 8. (322) Leipzig 1893, M. Schäfer. n 2.50; geb. 3.50"
118590901,"Musiker-Leiden und Freuden. 8. (206) Wien 1871, Hartleben. 2.80"
118590901,"Nebeneinander. Rom. 2 Bde. 8. (328) Duisburg 1864, F. H. Nieten. 1.50"
118590901,"Neue Bahnen. Rom. 2 Tle. 16. (433) Prag, Wien 1864, Leipzig E. I. Günther. n 2."
118590901,"Nürnberg. Kulturhistorischer Rom. aus dem 15. Iahrh. 3. Ausg. 3 Bde. 8. (827) Bremen 1883, Fischer Nachfolger. n 10.50"
118590901,"Privatgeschichten der Weltgeschichte. 1.5. Bd. 8. Leipzig, Matthes. à 1."
118590901,Dasselbe. 6. Bd. Seltene Charaktere a. deutsch. Adelsgeschlechtern. 8. (206) Ebda. 1872. 3.; (16 18.)
118590901,"Rittersporn. 2 Bde. 8. (468) Leipzig 1869, Rötschke. 3."
118590901,"Rom in Deutschland. Zeitrom. 3 Bde. 2. Ausg. 8. (566) Norden 1883, Fischer Nachfolger. n 8."
118590901,"Römisch und Deutsch. Rom. 4 Bde. 8. (915) Leipzig 1847, Wienbrack. 13.50"
118590901,"Schloss und Fabrik. Rom. 2. Aufl. 3 Bde. 8. (547) Leipzig 1869, Matthes. 9."
118590901,Theodor Körner. Grosse vaterländ. Oper in 5 Akten u. e. Vorspiel: Des Königs Aufruf. Musik v. Wendelin Weissheimer. 8. (79) Ebda. 1867. .60
118590901,"Viktoria regia. 8. (239) Leipzig 1869, Rötschke. 3."
118590901,"Vier Geschwister. Rom. 2 Bde. 8. (251) Dessau 1852, Halle, Tausch & Grosse. 7.50"
118590901,"Weihe des Lebens. 16. (288) Leipzig 1873, M. Schäfer. n 2."
118590901,"Westwärts. Lieder. 16. (39) Meissen 1849, Klinkicht & Sohn. n .75"
118590901,"Zerstörter Friede. Rom. 8. (273) Iena 1866, Hermsdorf. 4."
118590901,"Zwei geistliche Kurfürsten aus dem 16. Iahrhundert. Historische Erzählgn. 2. Aufl. v. »Aus 4 Iahrhunderten«. 8. (283) Norden 1883, Fischer Nachfolger. n 4."
118590901,"Zwei Generationen. Rom. 3 Tle. 16. (673) Leipzig 1856, Pfefferkorn. 6."
118590901,"Zwischen den Bergen. Erzählgn. u. Zeitbilder. 2 Bde. 2. Ausg. 8. (784) Norden 1883, Fischer Nachfolger. n 8."
128579129,"Zeitgedichte. Kassel 1872, Luckhardt. .50"
10692981X,"Lyrisches und Episches. 16. (231) Budapest 1855, Heckenast. geb. m. Goldschn. n 4."
10692981X,"Nach dem Gewitter. 2. Aufl. 12. (284) Pressburg 1850, G. Heckenast Nachfolger R. Drodtleff."
10692981X,"Neue Gedichte. 2. Aufl. 12. (282) Budapest 1856, Heckenast. n 3."
10692981X,"Neueste Gedichte. 8. (241) Wien 1870, Gerolds Sohn. 4."
10692981X,"Romancero. Gedichte. 8. (205) Leipzig 1845, Pressburg, G. Heckenast Nachfolger R. Drodtleff."
10692981X,"Wiens Gemälde-Galerieen in ihrer kunsthistorischen Bedeutung. 8. (268) Wien 1865, Gerolds Sohn. n 3.; geb. n 4."
121344134,"Auf römischem Boden. Erzählg. aus der Zeit der Christenverfolgg. unter dem Kaiser Domitian. 8. (213) Berlin 1895, Deutsche evangelische Buchu. Traktat-Gesellschaft, n 1.50; geb. n. 2.50"
121344134,Der Abt von St. Cölestin. Eine Geschichte aus der Reformation. U. d. Presse.
118816292,Kleine Geschichten für Kinder. Karlsruhe.
118816292,In der Trödelbude. Lahr.
11603162X,"Vorurteile. Zeitrom. aus dem märkischen Gesellschaftsleben. 2 Tle. in 1 Bd. 2. Aufl. 8. (468) Berlin 1894, M. Rüger. n 5.; geb. n 6."
120510774,"Freihandel u. Schutzzoll, von Fawcett. Übersetzg. Leipzig 1878, Brockhaus."
120510774,"Geschichte einer Mine, Ton Bret Harte. Übersetzg. Leipzig 1880, Ph. Reclam jun."
120510774,"Ihr ärgster Feind. Rom. von Mrs. Alexander. Übersetzg. Leipzig 1879, Engelhorn."
120510774,"Indische Märchen, von Miss Frere. Übersetzg. Iena 1875, Costenoble. geb. 6."
120510774,"Ursprung der Civilisation, von Sir Iohn Lubbock. Übersetzg. Iena 1894, Costenoble."
120510774,"Vorgeschichtliche Zeit, von Sir Iohn Lubbock Übersetzg. Ebda. 1873."
120510774,Wolf Ditfurths Abenteuer im Amazonasthale. Erzählg. f. d. reif. Iugend. 8. (173 m. 4 Bildern) Leipzig 1893. G. Wigand. geb. 5.
116053143,"Lexikon deutscher Frauen der Feder. Eine Zusammenstellung der seit dem Iahre 1840 erschienenen Werke weiblicher Autoren nebst Biographieen der lebenden u. einem Verzeichnis sämtlicher Pseudonyme. 2 Bde. 12. (XVI u. ca. 1100) Berlin 1898, Carl Pataky. eleg. geb. 20."
1045570532,"Deklamationsstücke für das zartere Alter ausgewählt. 2. Aufl. 8. (176) Frankfurt a. M. 1857, Keller. n 1."
127895345,"Ob ich dich liebe. Rom. aus dem Kleinstadtleben der Bukowina. 8. (344) Wien 1897, C. Konegen. n 4."
1076339549,"Wahre Volksbeglückung, Betrachtung, Gebet u. Lied für den christlichen Arbeiterstand. 1889."
1076339549,"Was das ewige Licht erzählt. Gedichte üb. das allerheiligste Altarssakrament. 10. verb. u. verm. Aufl. 12. (321 m. 1 Stahlst.) Innsbruck 1897, F. Rauch. n 2.; geb. n 3."
129240230,"Die Räuberherrschaft auf Sizilien. 8. Prag, Selbstverlag der »Politik«, geb. 2."
129240230,"Klippen. Leipzig 1892, Körner."
129240230,"Novellen. 8. (416) Wien 1877, C. Gerolds Sohn. n 5."
129240230,"Richard Wagner in Venedig. Mosaikbilder a. seinen letzten Lehenstagen. 8. (151) Augsburg 1883, Gebr. Reichel. n 2."
129240230,"Venezia. 4. (248 m. Illustr.) Wien 1894, E. M. Engel. geb. 20."
129240230,Dasselbe. Miniatur-Ausg. 16. (248 m. Illustr.) Ebda. 1895. geb. 5.
129240230,"Venezia. (Englisch.) London, Sampson Sow Marston & Co."
129240230,"Venezia (Französisch.) Paris, Père-Lam."
129240230,"Venezianine. Venezianische Lebensbilder. 2 Serien. Hrsg. v. E. M. Engel. Wien 1895 u. 1896, E. M. Engel. geb. à n 3."
11609494X,Das Buch Eros. Gedichte. 1894.
133676641,"Die Irrlichter. 12. (139) Leipzig 1890, Fock. geb. m. Goldschn. n 1.20"
133676641,"Dasselbe. 8. (93) Halle 1890, Hendel, n .25; in Prachtbd. m. Goldschn. n 1."
133676641,"Dasselbe. 16. (116) Leipzig 1890, Ph. Reclam jun. n .20; geb. n .80; m. Goldschn. n 1.20"
133676641,"Dasselbe. 12. (171) Berlin 1890, Norddeutsches Verlags-Institut. geb. m. Goldschn. n 2."
133676641,"Dasselbe. 16. (110) Leipzig 1893, Bibliographisches Institut. .20"
133676641,"Dasselbe. 47. Aufl. 12. (164) Berlin 1896, Gebrüder Paetel. n 2.; geb. m. Goldschn. n 3."
133676641,"Dasselbe. 16. (196) Leipzig 1896, H. Seemann. n 2.; geb. n 3."
133676641,"Prinzessin Ilse. Ein Märchen aus dem Harzgebirge. 24. Aufl. 12 (70) Berlin 1889, Gebrüder Paetel. geb. m. Goldschn. n 3."
133676641,"Dasselbe. 8. (93) Halle 1890, Hendel, n .25; in Prachtbd. m. Goldschn. n 1."
133676641,"Dasselbe. 16 (57) Leipzig 1890, Ph. Reclam jun. n .20"
133676641,"Dasselbe. 12. (68) Berlin 1890, Norddeutsches Verlags-Institut. geb. m. Goldschn. n 1.50"
133676641,"Dasselbe. 12. (57) Harzburg 1890, Stolle. geb. n 1.50"
133676641,"Dasselbe. 8. (40) Berlin 1891, Bruer & Co. n .25"
133676641,"Dasselbe. 16. (43) Leipzig 1891, Bibliographisches Institut. n .10"
133676641,"Dasselbe. 16. (63) Leipzig 1894, W. Fiedler. geb. m. Goldschn. 1."
133676641,"Dasselbe. Neudr. 12. (57) Leipzig 1896, G. Fock geb. m. Goldschn. n 1."
133676641,"Dasselbe. 2. Aufl. In Stenograph. Schrift übertr. von Rich. Preuss. Autogr. von Max Haubold. 8. (34) Dresden 1896, W. Reuter. n .50"
133676641,"Prinzessin Ilse. Die Irrlichter. 2 Märchen. 8. (142) Leipzig 1894, Gressner & Schramm. .60; geb. m. Goldschn. .70"
133676641,"Dasselbe. 3. Aufl. 12. (226) Halle 1896, H. Gesenius. geb. m. Goldschn. n 2."
132827131,"Alte Märchen in neuen Kleidern. 4. (122 m. 8 H.) Berlin 1875, Rauh. kart. n 9.; geb. m. Goldschn. n 13."
132827131,"Aus Vergangenheit u. Gegenwart. 8. (180) Glogau 1890, Flemming. geb. 3."
132827131,"Bekenntnisse einer Diakonissin. Erzählg. 8. (32) Berlin 1887, Deutsche evangelische Buchu. Traktat-Gesellschaft. n .40"
