identifier,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,biography,bibliography,alternative_names,alternative_biography,alternative_bibliography,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18,Sprache,Sprache_2,Sprache_3,Sprache_4,Sprache_5,Sprache_6,Sprache_7,Sprache_8
117687448,Plothow,Frau Anna,Plothow Anna,Berlin,Berlin,1853-02-04,1924-12-16,"Plothow, Frau Anna, geb. Schwerdt, Berlin SW., Friedrichstrasse 36, geboren in Berlin am 4. Februar 1853 als Tochter eines Fabrikanten, trat sie mit fünfzehn Jahren in das Geschäft ihres Vaters ein und leitete dasselbe später selbständig bis vier Jahre nach seinem Tode. 1883 vermählte sie sich mit dem Komponisten Kapellmeister Paul Plothow, 1884 verwitwet wandte sie sich der schriftstellerischen Laufbahn zu. Romane, Novellen, Märchen, Humoresken u.a. erschienen in der »Deutschen Frauenzeitung«, im »Heimgarten« und »Schirmers Romanbibliothek«. Ausserdem schrieb sie eine grosse Anzahl Feuilletons für die »Deutsche Frauenzeitung«, die »Deutsche Hausfrauenzeitung«, das »Berliner Tageblatt«, das »Rote Kreuz«, die »Versöhnung«, »Daheim« u.s.w. Zahlreiche Gedichte erschienen in Zeitschriften verstreut.","‒ Romeos Debüt. Erzählg. 8. (281) Berlin 1888, O. Janke. n 4.–; bill. Ausg. n 2.–",.,.,.,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119113430,Plümacher,Frau Olga,Plümacher Olga,.,.,1839,1895,"Plümacher, Frau Olga, Stein am Rhein, befindet sich zur Zeit in Amerika.","‒ Der Kampf ums Unbewusste. Nebst einem chronolog. Verzeichnis d. Hartmann-Litteratur von 1868–1890. 2. Aufl. 8. (174) Leipzig 1890, Friedrich. n 4.– ‒ Der Pessimismus in Vergangenheit u. Gegenwart. Geschichtliches u. Kritisches. 2. Ausg. 8. (355) Heidelberg 1888, G. Weiss Verlag. n 7.20 ‒ Zwei Individualisten der Schopenhauerschen Schule. 8. (112) Wien 1881, Rosner. n 2.40",.,.,.,Stein,Stein am Rhein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116247320,Pochhammer,Frau Margarete,Pochhammer Margarete,.,.,1841-08-05,1926-03-16,"Pochhammer, Frau Margarete, geb. Cauer, Ps. M. Tellmar, Berlin W., Lützow-Ufer 13, geboren den 5. August 1852 zu Breslau, lebte sie dann in Potsdam, Hamm, Danzig, verheiratete sich dort 1874 mit dem Hauptmann im Ingenieur-Corps Paul Pochhammer, damals Lehrer an der Kriegsakademie in Berlin. Im Frühjahr 1888 musste ihr Mann als Oberstlieutenant krankheitshalber den Abschied nehmen. Seit dem Herbst 1888 besitzt und leitet Frau P. ein Familienpensionat in Berlin W., Lützow-Ufer 13. Seit dem Herbst 1896 ist sie Vorsitzende des Vereins für Verbesserung der Frauenkleidung. Neben beidem mehrfach litterarisch thätig; früher unter dem Pseudonym M. Tellmar. Bis jetzt sind Novellen, Plaudereien und Abhandlungen erschienen. u. G Ermann. Die moderne Gesellschaft, ihre Geselligkeit u. ihre Moral. 8. (42) Kiel 1892, Lipsius & Tischer. n 1.–",.,Pochhammer Margarete;.;.,"Die Zukunft der Mode. Aus: Deutsche Frauen-Zeitg. 8. (16) Berlin, A. Dreher durch C. R. Dreher. –.30 Ergänzg. zu Margarete Pochhammer. Band II.","‒ Mode und Bildung. Vortrag. 8. (18) Dresden 1898, O. V. Böhmert. –.20;.;.",Hamm,Danzig,Breslau,Potsdam,Berlin,Kiel,Lützow,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10410306X,Pohl,Henriette,Pohl Henriette,.,.,1772,.,"Pohl, Henriette, geb. Kade, geboren 1772 in Schlettau bei Halle.","‒ Anleitung zum Kochen u. Braten im Wasserdampfe. 5. Aufl. 2. Ausg. 8. (149) (1838) 1853, Leipzig, Mod. Antiquariat. n 1.25",.,.,.,Schlettau,Halle,Hall,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11624822X,Pohle,Therese,Pohle Therese,Paderborn,.,1891-07-06,.,"Pohle, Therese, Naturdichterin.","‒ Frühlingslieder. Wien, 1878.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116260947,Pohlidal,Frau Helene,Pohlidal Helene,.,.,1857-09-21,1940-09-05,"Pohlidal, Frau Helene, Wien XIII/6, Hietzinger Hauptstrasse 76, 1857 in Gross-Glogau i. Schl., geboren, wurde sie in Breslau erzogen, wo sie ihr Lehrerinnen-Examen machte und bald darauf heiratete, seitdem lebt sie in Österreich, zehn Jahre in Leitmeritz und seit 7 Jahren in Wien. Sie hat Novellen, Skizzen, Humoresken, Kritiken, historische Essays und zwei Romane geschrieben, welche in den verschiedensten Zeitschriften Aufnahme fanden. Ein grosses historisches Drama in fünffüssigen Jamben »Mataswintha« harrt der Veröffentlichung.","‒ Die Kunst zu leben. Modernes Schausp. in 4 Akten. 1898. ‒ Ein frei gewordenes Weib. Komödie in 4 Akten 8. (52) Wien 1896, Bial & Freund. n –80. ‒ Psyche. Sensitive Nov. 8. (158) Dresden 1892, E. Pierson. n 2.–; geb. m. Goldschn. n 3.–",.,.,.,Wien,Leitmeritz,Gross-Glogau,Breslau,Rom,Glogau,Hietzing,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
100321402,Polier,Marie Elisabeth,Polier Marie Elisabeth,.,.,1742,1817,"Polier, Marie Elisabeth, geboren zu Polier le Grand bei Lausanne in der Schweiz am 12. Mai 1742.",.,.,.,.,Lausanne,Polier le Grand,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116263008,Polko,Frau Elise,Polko Elise,Radebeul,München,1823-01-31,1899-05-15,"Polko, Frau Elise, geb. Vogel, Frankfurt a. M., Tochter des grossen Pädagogen Karl Vogel in Leipzig, ist am 31. Januar 1832 in Wackerbartsruhe bei Dresden geboren. Musikalisch hochbegabt – mit schönem Mezzosopran – sollte sie zur Bühne gehen und trat auch mit grossem Erfolg auf als Panima, Zerline, Emmy im Vampyr, sang vorher in Konzerten in Leipzig, Ende der Mendelssohn Ära. Mendelssohn nannte sie sein Singvögelchen. Durch frühe Verheiratung und vieles Alleinsein trat ihr schriftstellerisches Talent in die Erscheinung. Ihr erstes Buch: »Die Musikalischen Märchen« erlebte 22 Auflagen – spätere ebenfalls viele Auflagen, wie z.B.: »Dichtergrüsse«, »Pilgerfahrt«, der Roman »Faustina Hasse«. Über 100 Bände, Novellen und Romane, erschienen von E. P. – ihr Fleiss und ihre Schaffensfreude sind fast sprichwörtlich. Sie lebt in geistiger und körperlicher Frische in tiefster Zurückgezogenheit – aber von Liebe, fern und nah, umgeben und getragen, seit dem Tode ihres Mannes und einzigen Sohnes in Frankfurt a. M. Die Musik, die Kunst in allen Gestalten und die Arbeit sind ihre höchsten Lebensfreuden. Ein grosses eigenartiges Talent ist ihr Vorlesen und ihre ergreifende Deklamation mit Musikbegleitung.","‒ Alte Herren, die Vorläufer Bachs. 8. (252) Hannover 1865, C. Rümpler. 3.– ‒ Am stillen Herd. Gedichte u. Sprüche aus dem deutschen Dichterschatz. 2. Aufl. 8. (510 m. Illustr.) Minden 1887, Bruns. geb. m. Goldschn. n 6.– ‒ Am Theetisch einer schönen Frau. Erinnergn. an den Kaiser Alexander I. 16. (112) Berlin 1866, A. Duncker. 2.70 ‒ Aquarellskizzen. 2. Ausgabe. 12. (302) (1874) 1886, Norden, Fischers Nachfolger. n 4.50 ‒ Auf dunkelm Grunde. Frauengestalten aus der französ. Revolution. (1793) Nov. 8. (215) Leipzig 1869, Dürrsche Buchhandlung. n 3.75 ‒ Aus dem Jahre 1870. Briefblätter u. Skizzen. Salon-Ausg. m. 6 Aquarellen u. 20 Initialen. 4. (242) Ratibor 1873, Schmeer & Söhne. geb. n 18.–; n 21.–; u. n 24.– ‒ Aus der Fremde. Neue Dichtergrüsse aus vieler Herrn Länder gesammelt. 12. (408) Breslau 1879, Schottländer. geb. m. Goldschn. n 6.– ‒ Aus der Künstlerwelt. I. 8. (179) Leipzig 1858, Barth. n 6.–; geb. n 7.– u. n 7.60 ‒ Dasselbe. II (229) 1863. n 7.20; geb. n 8.20 u. n 8.80 ‒ Aus Vergangenheit u. Gegenwart. Bilder u. Skizzen. 2. Aufl. 8. (296) Leipzig 1877, Wölfert. n 2.– ‒ Bedeutende Menschen, Portraitskizzen. Lebenserinnergn. u. Nov. 8. (403) Breslau 1895, Schlesische Buchdruckerei. n 5.–; geb. n 6.– ‒ Blauveilchen. Ein frischer Strauss deutscher Dichterblüten. 8. (166 m. H. u. Lichtdr.) Stuttgart 1894, Süddeutsches Verlags-Institut. geb. m. Goldschn. n 3.– ‒ Blumen u. Lieder. Eine musikal. Blumensprache. 2. Aufl. 16. (80) Erfurt 1895, F. Bartholomäus. 1.50; geb. n 2.25",Polko Elise;Polko Elise;Polko Elise;.,"Brautstrauss. Sammlg. deutscher, französ.u. engl. Gedichte u. Citate aus der neueren Litteratur über die Liebe. 4. (117 in. 7 Chromol.) Leipzig 1870, Frohberg. geb. n 18.– u. n 21.– Luise Esche u. O. Wildermuth. Erzählungen für den Sylvesterabend. 2. Aufl. 16. (108) Berlin 1865, Halle, Gesenius. 1.80; geb. 2.70;Ins deutsche Heim. Grüsse aus der neuen Heimat. 8. (170) Wiesbaden 1889, Bechtold & Co. n 2.– u. Herbert König. Kleine Blüten, kleine Blätter. In Märchenrahmen v. E P. 1.–4. Lfg. Fol. (81 m. 15 Chromol.) Leipzig 1871, Arnold. à n 13.50 1. 23. Aufl. (470) –.2. 13. Aufl. (458);Unsere Kinder. Poetische Gedanken u. Herzensworte deutscher u. ausländ. Dichter. 12. (232 m. 7 Lichtdr.) Stuttgart 1892, Greiner & Pfeiffer. geb. m. Goldschn. n 4.–; erm. Pr. 2.50;.","‒ Briefblätter u. Frauenbilder. 16. (334) Münster 1866, Brunn. 4.50; geb. 6.– ‒ Con amore. Neueste Nov. 8. (155) Wiesbaden 1892, R. Bechtold & Co. n 1.50; geb. n 2.50 ‒ Damen-Schreibmappe mit Sprüchen für das weibliche Leben u. Auszügen aus der Blumenu. Fächersprache. 4. (24) Leipzig 1879, Barthel. geb. 5.– ‒ Deutscher Mädchenkalender für das Iahr 1890. Hrsg. unter Mitwirkg. hervorragender Schriftstellerinnen. 8. (160 m. 4 kolor. Abbildgn.) Berlin 1889, Fried & Co. geb. n 1.– ‒ Deutsches Mädchen-Iahrbuch. Iahrg. 1891. 8. (196 m. Illustr.) Berlin, Gnadenfeld & Co. geb. nn 1.50 ‒ Die Bettler-Oper. 3 Bde. 8. (772) Hannover 1864, C. Rümpler. 12.– ‒ Die Königin Luise. Portraitskizzen. 8. (125 m. 1 Lichtdr.) Berlin 1881, Eckstein Nachfolger. n 2.– ‒ Dichtergrüsse. Neuere deutsche Lyrik, ausgewählt v. E. P. 1. Aufl. 1860. 15. Aufl. 12. (534 m. 6 Kunstbeilagen) Leipzig 1896 C. F. Amelang. geb. m. Goldschn. 6.– ‒ Dita. Nov. 8. (201) Köln 1887, Bachem. geb. n 1.– ‒ Eine deutsche Fürstin. Pauline zur Lippe. 8. (280) Leipzig 1870, Dürrsche Buchhandlung. 5.–; geb. n 6.– ‒ Eine fremde Blume. Nov. 8. (216) Köln 1889, Bachem. geb. n 1.– ‒ Eine zehnte Sinfonie. Nov. 8. (207) Ebda. 1888. geb. n 1.– ‒ Ein Familien-Ideal. Rom. 8. (295) Breslau 1880, Schottländer, n 5.–; geb. n 6.– ‒ Ein Frauenleben. Rom. 2 Bde. 8. (296) Leipzig 1854, Schlicke. n 8.– ‒ Ein Vergissmeinnichtstrauss. Nov. u. Skizzenblätter. 2. Aufl. 8. (336) Minden 1887, Bruns. geb. m. Goldschn. n 6.– ‒ Erinnerungen an einen Verschollenen. Aufzeichngn. u. Briefe von u. üb. Ed. Vogel. 8. (231) Leipzig 1863, Weber. n 3.– ‒ Erinnerungen an Felix Mendelssohn-Bartholdy. 8. (216) Leipzig 1868, Brockhaus. n 4.–; geb. n 5.– ‒ Faustina Hasse. Musikalischer Rom. 4. Aufl. 4 Tle in 2 Bdn. 8. (654) Leipzig 1895, B. Elischers Nachfolger. n 6.–; geb. m. Goldschn. n 8.– ‒ Frauen-Album. 16. (154 m. L.) Wien 1872, litterar-artistische Anstalt. 2.– ‒ Freundschafts-Album. Ältere u. neuere Dichtersprüche in Poesie u. Prosa ausgewählt. 12. (156) Leipzig 1882, Licht & Meyer. geb. m. Goldschn. n 3.– ‒ Frohe Augen. Nov. 8. (214) Köln 1887, Bachem. n 1.– ‒ From garden and fields. A bouquet of english poems. 8. (267) Berlin 1883, Ecksteins Nachfolger. n 3.50; geb. m. Goldschn. n 5.– ‒ GenzJanen. Skizzen-Blätter. 16. (318) Münster 1865, Brunn. n 4.50; geb. n 6.– ‒ Gesammelte Novellen. 8. (183) Wiesbaden 1890, Bechtold & Co. n 1.50; geb. n 2.50 ‒ Getrennt. Rom. 2 Tle. in 1 Bd. 8. (404) Breslau 1882, Schottländer. n 3.–; geb. n 4.– ‒ Glück und Leid. Rom. u. Skizzen. 8. (187) Leipzig 1894, Buchhandlung des evangelischen Bundes von C. Braun. n 3.–; geb. n 4.– ‒ Haus-Album. 8. (272) Wien 1870, Hartleben. n 4.–; geb. 5.– ‒ Hausgarten, Sammlg. v. Citaten u. Gedichten üb. das Leben der Frau. 4. (108) Leipzig 1871, Frohberg. n 10.50 u. n 13.50 ‒ Hell und dunkel. Neue Nov. 8. (354) Köln 1895, A. Ahn. n 4.–; geb. n 5.– ‒ Herzensfrühling. 8. (216) Köln 1883, I. P. Bachem. n 1.– ‒ Herzensfrühling und Rosenzeit. Nov. (Im alten Schlosse. Die junge Frau Gräfin. Ein blühendes Wunder. Dora.) 8. (254) Breslau 1884, Schottländer. n 3.–; geb. n 4.– ‒ Ikarusflügel. Eine Geschichte in 4 Bildern. 8. (405) Köln 1886, I. P. Bachem. n 2.– ‒ Im Bann der Erinnerung. Nov. 8. (360) Breslau 1888, Schottländer. n 5.–; geb. n 6.– ‒ Im Fluge. Reiseblätter u. Skizzen. 2 Bde. 8. (482) Wien 1874, Gerolds Sohn. 9.– ‒ Im Silberkranz. Gedenkblätter zur silbernen Hochzeit Ihrer k. u. k. Hoheiten des Kronprinzen u. Kronprinzessin d. Deutschen Reiches u. v. Preussen. 8. (79) Berlin 1883, Eckstein Nachfolger. n 1.50 ‒ In der Villa Diodatti. Aus den Erinnergn. e. Verstorbenen. 16. (91) Leipzig 1878, Lenz. geb. m. Goldschn. 3.–;‒ Kinderstube. Sammlung von Citaten und Gedichten üb. Mütter, Kinder u. Erziehg. 4. (118) Leipzig 1872, Frohberg. geb. n 10.50; n 13.50 ‒ Kleine Bildermappe. Federzeichngn. 8. (318) Cleve 1886, Gebr. Pollmann. n 5.–; geb. m. Goldschn. n 6.– ‒ Kleine Blumen, kleine Blätter. 16. (369 m. Bildnis) Weimar 1891, Iüngst & Co. geb. n 3.– ‒ Kleine Malereien für die Kinderstube. 1. u. 2. Bd. 2. Aufl. 8. (191 m. 20 K.) (1855) 1858. Leipzig, Schlicke. à 3.– ‒ Klingende Geschichten. 8. (400) Stuttgart 1894, Deutsche Verlagsanstalt. n 4.–; geb. nn 5.– ‒ Künstlermärchen u. Malernovellen. Neue Aufl. von »Aus der Künstlerwelt«. 8. (524 m. H.) Leipzig 1879, Barth. 5.60; geb. 6.75 u. 7.50 ‒ La belle France. Anthologie lyrique. 2 éd. 12. (299) Berlin 1891, R. Eckstein Nachfolger. n 2.50; geb. m. Silberschn. nn 3.50 ‒ Mädchenspielzeug. Blumenbilder. 8. (51) Leipzig 1856, Schlicke. 2.70 ‒ Meister der Tonkunst. Ein Stück Musikgeschichte in Biographieen. 8. (377) Wiesbaden 1897, Lützenkirchen & Bröcking. geb. 5.–; in Seide m. Goldschn. n 8.– ‒ Miniaturen u. Novellen. 12. (236) Breslau 1880, Schottländer. n 3.50; geb. n 4.50 ‒ Mitgeholfen. Ein Dombau-Märchen. 8. (204) Köln 1882, Bachem. geb. n 1.– ‒ Musikalische Märchen, Phantasieen u. Skizzen. Neue durchgeseh. Ausg. in 2 Bdn. Mit je 1 Titelbild. 8. Leipzig 1896, Barth. geb. m. Goldschn. à 6.– ‒ Neue Novellen. 1.–18. Folge. 8. Leipzig, Schlicke. ‒ Neues Märchenbuch. Musikalische Skizzen u. Träumereien. 2. Aufl. 8. (470) Minden 1887, Bruns. geb. m. Goldschn. n 6.– ‒ Nicolo Paganini u. die Geigenbauer. 8. (228) Leipzig 1876, Schlicke. n 5.50; geb. n 6.75 ‒ Notizen u. Briefe über u. von Dr. Karl Vogel. 2. Aufl. 8. (245) Ebda. 1863. n 4.– ‒ Ohne Sang u. Klang. Nov. 8. (136) Weimar 1891, Iüngst & Co. –.75 ‒ Papillon. Nov. 8. (218) Köln 1886, Bachem. geb. n 1.– ‒ Plaudereien. Neue Folge 16. (259) Bremen 1873, Kühtmann & Co. n 4.50; geb. n 6.– ‒ Poetische Albumsprüche. 8. (303) Leipzig 1879, Barthel. geb. m. Goldschn. 7.50 ‒ Sabbatfeier. Rom. 2. Aufl. 2 Bde. 8. (407) Leipzig 1874, Schlicke. n 10.–; geb. in 1 Bd. n 11.50 ‒ Schöne Frauen. 1. Reihe. 2. Aufl. 8. (248) Troppau 1869, Kolck. 4.–; geb. 5.– ‒ Dasselbe. 2. Reihe. (313) 4.50; geb. 5.50 ‒ Selam. Blumensprache nebst Liebesliedern. 12. (95) Leipzig 1876, Wölfert. 1.50; geb. m. Goldschn. n 2.50 ‒ Sie schreibt! Rom. 2. Aufl. 8. (287) Leipzig 1897, B. Elischers Nachfolger. n 4.–; geb. m. Goldschn. n 5.50 ‒ Stephanie. Nov. 12. (119) Leipzig 1878, Lenz. geb. m. Goldschn. 3.– ‒ Stimmungsbilder. Novellen u. Skizzen. 12. (279) Breslau 1881, Schottländer. n 3.75; geb. n 4.50 ‒ Umsonst. Rom. 2. Aufl. (379) 1878, 1880 Breslau, Schottländer. n 5.– ‒ Unser Glauben, Lieben, Hoffen. Fromme u. ernste Lieder u. Verse neuerer u. neuester Dichter. 2. Aufl. 12. (288 m. 4 Farbendr.) 1891, 1892 Hannover, A. Sponholtz. geb. m. Goldschn. n 3.–;‒ Unsere Mama. Nov. 2. Aufl. 16. (140) Leipzig 1883, Schulze & Co. n 2.–; geb. m. Goldschn. n 3.– ‒ Unsere Musikklassiker. Sechs biograph. Lebensbilder. 8. (201) Leipzig 1880, Schmidt & Günther. n 2.–; geb. n 3.– ‒ Unsere Pilgerfahrt von der Kinderstube bis zum eigenen Herd. Lose Blätter. 9. Aufl. 8. (306 m. 8 Illustr.) Leipzig 1892, C. F. Amelang. geb. m. Goldschn. 5.– ‒ Verklungene Accorde. Gedenkblätter. 3. Aufl. 16. (192) Berlin 1873, K. Lesser. geb. m. Goldschn. n 5.– ‒ Verwehte und frische Spuren. Geschichten u. Bilder. 8. (347) Dresden 1897, E. Pierson. n 4.–; geb. n 5.– ‒ Verwöhnt. Der Hausfreund. Wenn Wände reden. 8. (297) Breslau 1893, Schlesische Verlagsanstalt. n 4.50; geb. n 5.50 ‒ Vom Gesange. Musikalische Winke u. Lebensbilder. 2. Aufl. 8. (349 m. H. u. 1 Stahlst.) Leipzig 1877, Barth. n 4.50; geb. n 5.50; m. Goldschn, n 6.– ‒ Vom Herzen zum Herzen. Eine Plauderei. 3. Aufl. 16. (92) Leipzig 1885, C. A. Koch. geb. m. Goldschn. 2.40 ‒ Weder Glück noch Stern. Eine einfache Geschichte. 2. Aufl. 8. (273) (1876) 1877. Leipzig, Wölfert. n 2.–;.",Frankfurt a. M.,Wackerbartsruhe,Rom,Leipzig,Rom,Dresden,Halle,Leipzig,Berlin,Hall,Wiesbaden,Leipzig,Stuttgart,.,.,.,.,.,.,.,.,.,.,.,.,.
116265825,Pongrácz,Gräfin Anna,Pongrácz Anna,.,.,1849-08-28,1923-07-26,"Pongrácz, Gräfin Anna, Wien III, Seidlgasse 19, geboren am 28. August 1849 zu Teschen in Schlesien, ist sie die Tochter des","‒ Severin. Eine Lebensgeschichte. 12. (198) Leipzig 1897, Gg. Heinr. Meyer. n 1.50; geb. n 2.50 ‒ Vom Wege. Kleine Erzählgn. 8. (220) Wien 1889, Carl Gerolds Sohn. n 4.–",.,.,.,Wien,Teschen,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116266031,Poninska,Adelheid Gräfin,Poninska Adelheid,.,.,.,.,"Poninska, Adelheid Gräfin, geb. Gräfin zu Dohna. Annunciata, die Lilie des Himalaya, und ihre Mission im Deutschen Reiche. Ein Weckruf zur Lösg. der brenn. christl.-sozialen Aufgaben. 2 Bde. 2. Aufl. 8. (627) (1878) 1883. Leipzig, Kasprowicz. n 6.–","‒ Deutschlands Ehrendenkmal für seine gefallenen Söhne. 8. (15) Leipzig 1870, Matthes. n –.20",.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
105509797X,Ponsonby,Lady Emily,Ponsonby Emily,.,.,1817,1877,"Ponsonby, Lady Emily. Mary Lindsay od. Kampf u. Sieg. 8, (275) Anklam 1892, A. Schmidts Verlag. geb. n 2.80",.,.,.,.,Anklam,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118595792,Popp,Frau Adelheid,Popp Adelheid,Inzersdorf bei Wien,Wien,1869-02-11,1939-03-07,"Popp, Frau Adelheid, geb. Dwořak, Wien XVII, Dornerplatz 13, geboren 1869 als Tochter eines Webers, der, als sie sechs Jahre alt war, starb. Mit 10 Jahren musste sie die Schule verlassen, und arbeiten. Sie häkelte Schafwolltücher und musste verschiedene andere Erwerbe suchen. Mit 14 Jahren kam sie in eine Fabrik, mit 17 Jahren wurde sie durch das Lesen der »Gleichheit«, jetzige Arbeiterzeitung, Sozialdemokratin. Mit 21 Jahren sprach sie das erste Mal in einer öffentlichen Versammlung und zwar gänzlich unvorbereitet, aber enthusiasmiert durch den Vortragenden. Von nun an sprach sie jeden Sonntag in Wien und Umgebung. Bis zum Jahre 1893 arbeitete sie in einer Korkfabrik, dann wurde ihr im Oktober desselben Jahres die Redaktion der Arbeiterinnen-Zeitung übertragen, die sie noch immer führt. Sie schrieb die Broschüre: »Die Arbeiterin im Kampf ums Dasein«, die in einer Auflage von 12000 Exemplaren verbreitet wurde. Ferner schrieb sie eine Reihe von Aufsätzen für verschiedene sozialdemokratische Blätter. Im Jahre 1895 wurde sie wegen eines Artikels in der »Arbeiterinnen-Zeitung« über die »Frau und das Eigentum« von den Geschworenen einstimmig wegen Herabwürdigung der Ehe zu 14 Tagen Arrest verurteilt. Darüber erschien die Broschüre: »Freie Liebe und bürgerliche Ehe« mit einem Vorwort über den Prozess. Die Broschüre wurde in erster Auflage in 20000, in zweiter Auflage in 10000 Exemplaren verkauft. A. P. hatte nur drei Klassen Volksschule in einem Dorfe besucht. Was sie weiter lernte, ist das Resultat ihrer »Abendund Sonntagsruhe«. 1894 schloss sie eine Civilehe mit dem Eigentümer der Arbeiter-Zeitung, Herrn Popp.","‒ Die Arbeiterin im Kampf ums Dasein. 8. (32) Wien 1895, 1. Wiener Volksbuchhandlung. bar –.20",.,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116268522,Popper,Frl. Wilma,Popper Wilma,Győr,.,1857-05-11,.,"Popper, Frl. Wilma, Raab, Ungarn, ist daselbst 1857 geboren.","‒ Altmodische Leute. Novelletten u. Skizzen. 8. (210) Dresden, E. Pierson. 3.–; geb. 4.– ‒ Märchen u. Geschichten für grosse u. kleine Kinder. 8. (143 m. H. u. 1 Farbdr.) Leipzig 1891, E. Wartigs Verlag. kart. 3.60; erm. Pr. 2.50 ‒ Miniaturen. Novelletten. 8. (248) Dresden 1897, E. Pierson. 3.– ‒ Neue Märchen u. Geschichten. Illustriert von Fritz Bergen. 8. (ca. 160) Ebda. 1898. 3.–",.,.,.,Raab,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1021356980,Poschinger,Frau Margarete Edle von,Poschinger Margarete,Breslau,.,1861-05-02,.,"Poschinger, Frau Margarete Edle von, Berlin W., Wilhelmstrasse 71, geboren 1862 in Breslau, als Tochter des Bankiers Jakob Landau, erhielt sie daselbst ihren Unterricht und kam zur weiteren Ausbildung","‒ Ebenbürtig. Eine Erzählg. aus der Gegenwart. 16. (98) Stuttgart 1894, Deutsche Verlagsanstalt. geb. n 1.– ‒ Wie Künstler lieben. Nov. 16. (142) Ebda. 1896. geb. n 1.–",.,.,.,Breslau,Landau,Berlin,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118189379,Postall,Frl. Paula,Postall Paula,Paderborn,Braunschweig,1875-11-15,1931-10-26,"Postall, Frl. Paula, Hagen i. Westfalen, Uferstrasse 6, geboren am 19. Juli 1876 ebenda, schreibt Gedichte und Feuilletons.",.,.,.,.,Hagen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1024483843,Postler,Elisabeth,Postler Elisabeth,Santomysl,.,1863-04-11,.,"Postler, Elisabeth. Ernstes u. Heiteres. Gelegenheitsgedichte. Erfurt 1898, Bartholomäus. In Vorbereitung. S. auch E. Postler Band II und E. Linden Band I.",.,Postler Elisabeth Ernestine Hulda Marie Luise;.;.,"Ps. E. Linden, Schkölen bei Naumburg a. S., Mönchsbachstrasse 66, wurde den 11. April 1863 zu Santomysl, Provinz Posen, als zweite Tochter des evangelischen Geistlichen Th. Postler geboren. Es waren schon in früher Jugend in Tagesblättern Gedichte patriotischer und geistlicher Art von E. P. erschienen. Nach und nach wurde sie Mitarbeiterin an verschiedenen Zeitungen und Zeitschriften. Weihnachten 1895 wurde ihr erstes Buch gedruckt. Es erschien mit dem Titel »Unter dem Weihnachtsstern«. E. P. lebt jetzt abwechselnd in Schkölen bei Naumburg a. S. und im Vaterhaus in Schwanebeck. Sie schildert mit Vorliebe, auch gern humoristisch, Volksund Familienleben. Werke s. E. Linden.",.,Erfurt,Naumburg,Santomysl,Schkölen,Posen,Schwanebeck,Naumburg a. S.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1302867806,Postler,Martha,Postler Martha,Hildesheim,.,1860,1904,"Postler, Martha, Hongkong, China. Schwester der Vorigen, ist Missionarin in China und auf dem Missionsgebiet schriftstellerisch thätig.",.,.,.,.,Hongkong,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1304801608,Potier,Freiin Hermance,Potier Hermance,Bratislava,.,1863,.,"Potier, Freiin Hermance, Wien, geboren am 2. Dezember 1863 in Pressburg, ist Dichterin.",.,.,.,.,Pressburg,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
